,community,previous_month_graffiti,previous_month_potholes,previous_month,year_previous,month_previous,realized_crime,true_month
1150,KENWOOD,1.0,17.0,2015-05-01,2015,5,121,2015-06-01
1151,FULLER PARK,2.0,13.0,2015-05-01,2015,5,79,2015-06-01
1152,BURNSIDE,3.0,13.0,2015-05-01,2015,5,31,2015-06-01
1153,HYDE PARK,3.0,32.0,2015-05-01,2015,5,141,2015-06-01
1154,HEGEWISCH,2.0,20.0,2015-05-01,2015,5,52,2015-06-01
1155,WOODLAWN,1.0,40.0,2015-05-01,2015,5,334,2015-06-01
1156,CALUMET HEIGHTS,4.0,41.0,2015-05-01,2015,5,139,2015-06-01
1157,BEVERLY,4.0,85.0,2015-05-01,2015,5,115,2015-06-01
1158,WEST PULLMAN,8.0,54.0,2015-05-01,2015,5,325,2015-06-01
1159,MOUNT GREENWOOD,5.0,66.0,2015-05-01,2015,5,39,2015-06-01
1160,DOUGLAS,3.0,19.0,2015-05-01,2015,5,212,2015-06-01
1161,CHATHAM,11.0,68.0,2015-05-01,2015,5,531,2015-06-01
1162,GREATER GRAND CROSSING,6.0,68.0,2015-05-01,2015,5,619,2015-06-01
1163,AVALON PARK,4.0,57.0,2015-05-01,2015,5,135,2015-06-01
1164,FOREST GLEN,21.0,59.0,2015-05-01,2015,5,42,2015-06-01
1165,NORWOOD PARK,2.0,98.0,2015-05-01,2015,5,101,2015-06-01
1166,EAST GARFIELD PARK,48.0,38.0,2015-05-01,2015,5,471,2015-06-01
1167,NORTH PARK,62.0,49.0,2015-05-01,2015,5,52,2015-06-01
1168,GRAND BOULEVARD,12.0,37.0,2015-05-01,2015,5,273,2015-06-01
1169,GARFIELD RIDGE,88.0,144.0,2015-05-01,2015,5,171,2015-06-01
1170,NORTH LAWNDALE,38.0,52.0,2015-05-01,2015,5,754,2015-06-01
1171,SOUTH SHORE,10.0,103.0,2015-05-01,2015,5,798,2015-06-01
1172,ROSELAND,14.0,103.0,2015-05-01,2015,5,582,2015-06-01
1173,MORGAN PARK,4.0,95.0,2015-05-01,2015,5,193,2015-06-01
1174,JEFFERSON PARK,84.0,84.0,2015-05-01,2015,5,93,2015-06-01
1175,NEAR SOUTH SIDE,37.0,67.0,2015-05-01,2015,5,204,2015-06-01
1176,SOUTH CHICAGO,50.0,45.0,2015-05-01,2015,5,445,2015-06-01
1177,CLEARING,23.0,78.0,2015-05-01,2015,5,83,2015-06-01
1178,AUBURN GRESHAM,9.0,120.0,2015-05-01,2015,5,670,2015-06-01
1179,WEST LAWN,83.0,40.0,2015-05-01,2015,5,192,2015-06-01
1180,SOUTH LAWNDALE,541.0,67.0,2015-05-01,2015,5,372,2015-06-01
1181,EDGEWATER,95.0,86.0,2015-05-01,2015,5,165,2015-06-01
1182,HERMOSA,94.0,16.0,2015-05-01,2015,5,157,2015-06-01
1183,WEST ENGLEWOOD,26.0,51.0,2015-05-01,2015,5,668,2015-06-01
1184,CHICAGO LAWN,184.0,59.0,2015-05-01,2015,5,605,2015-06-01
1185,WASHINGTON HEIGHTS,4.0,60.0,2015-05-01,2015,5,294,2015-06-01
1186,BRIGHTON PARK,435.0,76.0,2015-05-01,2015,5,232,2015-06-01
1187,ASHBURN,79.0,128.0,2015-05-01,2015,5,226,2015-06-01
1188,UPTOWN,198.0,56.0,2015-05-01,2015,5,316,2015-06-01
1189,ARMOUR SQUARE,79.0,23.0,2015-05-01,2015,5,94,2015-06-01
1190,LINCOLN SQUARE,253.0,74.0,2015-05-01,2015,5,180,2015-06-01
1191,DUNNING,99.0,117.0,2015-05-01,2015,5,138,2015-06-01
1192,WEST GARFIELD PARK,24.0,18.0,2015-05-01,2015,5,486,2015-06-01
1193,AUSTIN,145.0,131.0,2015-05-01,2015,5,1510,2015-06-01
1194,ENGLEWOOD,10.0,52.0,2015-05-01,2015,5,649,2015-06-01
1195,BELMONT CRAGIN,321.0,123.0,2015-05-01,2015,5,363,2015-06-01
1196,HUMBOLDT PARK,168.0,91.0,2015-05-01,2015,5,670,2015-06-01
1197,GAGE PARK,364.0,20.0,2015-05-01,2015,5,250,2015-06-01
1198,BRIDGEPORT,139.0,44.0,2015-05-01,2015,5,158,2015-06-01
1199,ROGERS PARK,177.0,52.0,2015-05-01,2015,5,298,2015-06-01
1200,SOUTH DEERING,23.0,43.0,2015-05-01,2015,5,163,2015-06-01
1201,MCKINLEY PARK,324.0,45.0,2015-05-01,2015,5,110,2015-06-01
1202,WEST ELSDON,161.0,29.0,2015-05-01,2015,5,80,2015-06-01
1203,OHARE,4.0,17.0,2015-05-01,2015,5,165,2015-06-01
1204,ARCHER HEIGHTS,206.0,36.0,2015-05-01,2015,5,78,2015-06-01
1205,NEAR WEST SIDE,289.0,172.0,2015-05-01,2015,5,729,2015-06-01
1206,PORTAGE PARK,208.0,157.0,2015-05-01,2015,5,286,2015-06-01
1207,EAST SIDE,60.0,34.0,2015-05-01,2015,5,142,2015-06-01
1208,MONTCLARE,28.0,22.0,2015-05-01,2015,5,49,2015-06-01
1209,AVONDALE,380.0,71.0,2015-05-01,2015,5,193,2015-06-01
1210,NEW CITY,195.0,26.0,2015-05-01,2015,5,443,2015-06-01
1211,WEST TOWN,857.0,229.0,2015-05-01,2015,5,656,2015-06-01
1212,LAKE VIEW,297.0,140.0,2015-05-01,2015,5,577,2015-06-01
1213,NORTH CENTER,273.0,90.0,2015-05-01,2015,5,138,2015-06-01
1214,LINCOLN PARK,227.0,98.0,2015-05-01,2015,5,312,2015-06-01
1215,LOOP,197.0,159.0,2015-05-01,2015,5,613,2015-06-01
1216,IRVING PARK,441.0,111.0,2015-05-01,2015,5,251,2015-06-01
1217,LOGAN SQUARE,565.0,121.0,2015-05-01,2015,5,379,2015-06-01
1218,NEAR NORTH SIDE,144.0,203.0,2015-05-01,2015,5,770,2015-06-01
1219,WEST RIDGE,370.0,168.0,2015-05-01,2015,5,261,2015-06-01
1220,ALBANY PARK,339.0,52.0,2015-05-01,2015,5,226,2015-06-01
1221,LOWER WEST SIDE,681.0,77.0,2015-05-01,2015,5,270,2015-06-01
1222,GREATER GRAND CROSSING,1.0,57.0,2015-06-01,2015,6,590,2015-07-01
1223,OAKLAND,1.0,7.0,2015-06-01,2015,6,71,2015-07-01
1224,BEVERLY,1.0,43.0,2015-06-01,2015,6,68,2015-07-01
1225,MOUNT GREENWOOD,10.0,53.0,2015-06-01,2015,6,49,2015-07-01
1226,CHATHAM,4.0,88.0,2015-06-01,2015,6,582,2015-07-01
1227,WASHINGTON HEIGHTS,2.0,67.0,2015-06-01,2015,6,269,2015-07-01
1228,FULLER PARK,1.0,15.0,2015-06-01,2015,6,98,2015-07-01
1229,OHARE,1.0,7.0,2015-06-01,2015,6,138,2015-07-01
1230,SOUTH DEERING,12.0,52.0,2015-06-01,2015,6,183,2015-07-01
1231,EDISON PARK,3.0,60.0,2015-06-01,2015,6,18,2015-07-01
1232,WOODLAWN,5.0,44.0,2015-06-01,2015,6,374,2015-07-01
1233,CALUMET HEIGHTS,18.0,27.0,2015-06-01,2015,6,140,2015-07-01
1234,RIVERDALE,13.0,29.0,2015-06-01,2015,6,115,2015-07-01
1235,ENGLEWOOD,9.0,34.0,2015-06-01,2015,6,633,2015-07-01
1236,HEGEWISCH,11.0,30.0,2015-06-01,2015,6,48,2015-07-01
1237,EAST GARFIELD PARK,20.0,24.0,2015-06-01,2015,6,531,2015-07-01
1238,MORGAN PARK,9.0,48.0,2015-06-01,2015,6,202,2015-07-01
1239,DOUGLAS,8.0,31.0,2015-06-01,2015,6,235,2015-07-01
1240,WEST GARFIELD PARK,22.0,20.0,2015-06-01,2015,6,507,2015-07-01
1241,AUBURN GRESHAM,14.0,103.0,2015-06-01,2015,6,664,2015-07-01
1242,NORWOOD PARK,11.0,146.0,2015-06-01,2015,6,140,2015-07-01
1243,JEFFERSON PARK,45.0,57.0,2015-06-01,2015,6,112,2015-07-01
1244,CLEARING,43.0,58.0,2015-06-01,2015,6,94,2015-07-01
1245,NEAR SOUTH SIDE,32.0,18.0,2015-06-01,2015,6,196,2015-07-01
1246,AVALON PARK,1.0,34.0,2015-06-01,2015,6,115,2015-07-01
1247,ASHBURN,127.0,113.0,2015-06-01,2015,6,183,2015-07-01
1248,NEAR WEST SIDE,267.0,169.0,2015-06-01,2015,6,711,2015-07-01
1249,ARMOUR SQUARE,73.0,25.0,2015-06-01,2015,6,110,2015-07-01
1250,HYDE PARK,10.0,40.0,2015-06-01,2015,6,162,2015-07-01
1251,KENWOOD,12.0,23.0,2015-06-01,2015,6,153,2015-07-01
1252,ROGERS PARK,188.0,34.0,2015-06-01,2015,6,361,2015-07-01
1253,AVONDALE,316.0,80.0,2015-06-01,2015,6,200,2015-07-01
1254,SOUTH SHORE,8.0,76.0,2015-06-01,2015,6,848,2015-07-01
1255,HERMOSA,94.0,29.0,2015-06-01,2015,6,134,2015-07-01
1256,LOWER WEST SIDE,483.0,37.0,2015-06-01,2015,6,236,2015-07-01
1257,PORTAGE PARK,118.0,211.0,2015-06-01,2015,6,301,2015-07-01
1258,GARFIELD RIDGE,100.0,87.0,2015-06-01,2015,6,161,2015-07-01
1259,SOUTH LAWNDALE,442.0,82.0,2015-06-01,2015,6,396,2015-07-01
1260,CHICAGO LAWN,277.0,82.0,2015-06-01,2015,6,528,2015-07-01
1261,WEST PULLMAN,6.0,67.0,2015-06-01,2015,6,376,2015-07-01
1262,AUSTIN,61.0,164.0,2015-06-01,2015,6,1656,2015-07-01
1263,IRVING PARK,392.0,107.0,2015-06-01,2015,6,256,2015-07-01
1264,ROSELAND,11.0,93.0,2015-06-01,2015,6,615,2015-07-01
1265,FOREST GLEN,26.0,109.0,2015-06-01,2015,6,42,2015-07-01
1266,ALBANY PARK,402.0,84.0,2015-06-01,2015,6,200,2015-07-01
1267,NEAR NORTH SIDE,143.0,152.0,2015-06-01,2015,6,898,2015-07-01
1268,LINCOLN PARK,344.0,99.0,2015-06-01,2015,6,361,2015-07-01
1269,WEST LAWN,172.0,94.0,2015-06-01,2015,6,202,2015-07-01
1270,BELMONT CRAGIN,350.0,172.0,2015-06-01,2015,6,434,2015-07-01
1271,DUNNING,60.0,154.0,2015-06-01,2015,6,137,2015-07-01
1272,NORTH LAWNDALE,76.0,46.0,2015-06-01,2015,6,798,2015-07-01
1273,GAGE PARK,374.0,63.0,2015-06-01,2015,6,200,2015-07-01
1274,SOUTH CHICAGO,67.0,30.0,2015-06-01,2015,6,525,2015-07-01
1275,NEW CITY,161.0,60.0,2015-06-01,2015,6,471,2015-07-01
1276,EAST SIDE,117.0,46.0,2015-06-01,2015,6,103,2015-07-01
1277,UPTOWN,182.0,61.0,2015-06-01,2015,6,339,2015-07-01
1278,NORTH CENTER,383.0,60.0,2015-06-01,2015,6,126,2015-07-01
1279,WEST ELSDON,172.0,28.0,2015-06-01,2015,6,85,2015-07-01
1280,GRAND BOULEVARD,12.0,47.0,2015-06-01,2015,6,269,2015-07-01
1281,BRIDGEPORT,179.0,62.0,2015-06-01,2015,6,163,2015-07-01
1282,LOGAN SQUARE,738.0,124.0,2015-06-01,2015,6,436,2015-07-01
1283,MCKINLEY PARK,288.0,33.0,2015-06-01,2015,6,81,2015-07-01
1284,LOOP,258.0,106.0,2015-06-01,2015,6,772,2015-07-01
1285,EDGEWATER,161.0,42.0,2015-06-01,2015,6,210,2015-07-01
1286,LINCOLN SQUARE,314.0,43.0,2015-06-01,2015,6,150,2015-07-01
1287,WEST ENGLEWOOD,26.0,53.0,2015-06-01,2015,6,720,2015-07-01
1288,HUMBOLDT PARK,149.0,57.0,2015-06-01,2015,6,762,2015-07-01
1289,ARCHER HEIGHTS,273.0,28.0,2015-06-01,2015,6,76,2015-07-01
1290,BRIGHTON PARK,376.0,89.0,2015-06-01,2015,6,254,2015-07-01
1291,WEST TOWN,860.0,159.0,2015-06-01,2015,6,640,2015-07-01
1292,MONTCLARE,20.0,23.0,2015-06-01,2015,6,56,2015-07-01
1293,LAKE VIEW,397.0,90.0,2015-06-01,2015,6,505,2015-07-01
1294,WEST RIDGE,443.0,197.0,2015-06-01,2015,6,261,2015-07-01
1295,NORTH PARK,87.0,69.0,2015-06-01,2015,6,60,2015-07-01
1296,RIVERDALE,2.0,29.0,2015-07-01,2015,7,103,2015-08-01
1297,MORGAN PARK,2.0,101.0,2015-07-01,2015,7,228,2015-08-01
1298,PULLMAN,8.0,17.0,2015-07-01,2015,7,101,2015-08-01
1299,MOUNT GREENWOOD,34.0,93.0,2015-07-01,2015,7,62,2015-08-01
1300,FOREST GLEN,7.0,93.0,2015-07-01,2015,7,39,2015-08-01
1301,WASHINGTON PARK,2.0,9.0,2015-07-01,2015,7,264,2015-08-01
1302,AUBURN GRESHAM,6.0,122.0,2015-07-01,2015,7,730,2015-08-01
1303,CLEARING,34.0,47.0,2015-07-01,2015,7,73,2015-08-01
1304,NORWOOD PARK,8.0,143.0,2015-07-01,2015,7,101,2015-08-01
1305,OAKLAND,7.0,14.0,2015-07-01,2015,7,72,2015-08-01
1306,GRAND BOULEVARD,10.0,31.0,2015-07-01,2015,7,292,2015-08-01
1307,CHATHAM,12.0,61.0,2015-07-01,2015,7,524,2015-08-01
1308,EAST GARFIELD PARK,26.0,34.0,2015-07-01,2015,7,490,2015-08-01
1309,BEVERLY,13.0,79.0,2015-07-01,2015,7,103,2015-08-01
1310,WOODLAWN,15.0,38.0,2015-07-01,2015,7,368,2015-08-01
1311,WEST ENGLEWOOD,28.0,56.0,2015-07-01,2015,7,753,2015-08-01
1312,AUSTIN,94.0,155.0,2015-07-01,2015,7,1646,2015-08-01
1313,WEST PULLMAN,3.0,68.0,2015-07-01,2015,7,431,2015-08-01
1314,SOUTH SHORE,12.0,105.0,2015-07-01,2015,7,863,2015-08-01
1315,WASHINGTON HEIGHTS,8.0,67.0,2015-07-01,2015,7,302,2015-08-01
1316,FULLER PARK,7.0,7.0,2015-07-01,2015,7,69,2015-08-01
1317,HUMBOLDT PARK,127.0,52.0,2015-07-01,2015,7,722,2015-08-01
1318,MONTCLARE,37.0,48.0,2015-07-01,2015,7,54,2015-08-01
1319,GREATER GRAND CROSSING,10.0,60.0,2015-07-01,2015,7,621,2015-08-01
1320,DOUGLAS,11.0,55.0,2015-07-01,2015,7,221,2015-08-01
1321,OHARE,3.0,47.0,2015-07-01,2015,7,150,2015-08-01
1322,ASHBURN,93.0,136.0,2015-07-01,2015,7,243,2015-08-01
1323,NORTH PARK,146.0,24.0,2015-07-01,2015,7,67,2015-08-01
1324,NORTH LAWNDALE,48.0,38.0,2015-07-01,2015,7,787,2015-08-01
1325,HEGEWISCH,16.0,18.0,2015-07-01,2015,7,52,2015-08-01
1326,JEFFERSON PARK,21.0,79.0,2015-07-01,2015,7,109,2015-08-01
1327,CALUMET HEIGHTS,10.0,48.0,2015-07-01,2015,7,115,2015-08-01
1328,ROGERS PARK,312.0,75.0,2015-07-01,2015,7,314,2015-08-01
1329,UPTOWN,335.0,28.0,2015-07-01,2015,7,381,2015-08-01
1330,SOUTH CHICAGO,57.0,46.0,2015-07-01,2015,7,504,2015-08-01
1331,GARFIELD RIDGE,104.0,127.0,2015-07-01,2015,7,148,2015-08-01
1332,ENGLEWOOD,5.0,77.0,2015-07-01,2015,7,725,2015-08-01
1333,EAST SIDE,72.0,36.0,2015-07-01,2015,7,102,2015-08-01
1334,PORTAGE PARK,153.0,153.0,2015-07-01,2015,7,302,2015-08-01
1335,HYDE PARK,17.0,55.0,2015-07-01,2015,7,136,2015-08-01
1336,KENWOOD,12.0,20.0,2015-07-01,2015,7,105,2015-08-01
1337,SOUTH DEERING,29.0,44.0,2015-07-01,2015,7,179,2015-08-01
1338,WEST LAWN,122.0,63.0,2015-07-01,2015,7,171,2015-08-01
1339,LOOP,194.0,118.0,2015-07-01,2015,7,812,2015-08-01
1340,DUNNING,85.0,129.0,2015-07-01,2015,7,152,2015-08-01
1341,NEAR WEST SIDE,305.0,138.0,2015-07-01,2015,7,755,2015-08-01
1342,ARMOUR SQUARE,53.0,21.0,2015-07-01,2015,7,123,2015-08-01
1343,WEST GARFIELD PARK,13.0,11.0,2015-07-01,2015,7,530,2015-08-01
1344,BRIDGEPORT,177.0,36.0,2015-07-01,2015,7,157,2015-08-01
1345,MCKINLEY PARK,301.0,16.0,2015-07-01,2015,7,91,2015-08-01
1346,GAGE PARK,414.0,52.0,2015-07-01,2015,7,208,2015-08-01
1347,ROSELAND,24.0,90.0,2015-07-01,2015,7,599,2015-08-01
1348,HERMOSA,122.0,19.0,2015-07-01,2015,7,166,2015-08-01
1349,NEAR NORTH SIDE,187.0,86.0,2015-07-01,2015,7,919,2015-08-01
1350,NEW CITY,267.0,113.0,2015-07-01,2015,7,472,2015-08-01
1351,NEAR SOUTH SIDE,55.0,52.0,2015-07-01,2015,7,189,2015-08-01
1352,AVALON PARK,7.0,36.0,2015-07-01,2015,7,123,2015-08-01
1353,EDGEWATER,225.0,39.0,2015-07-01,2015,7,231,2015-08-01
1354,LAKE VIEW,452.0,69.0,2015-07-01,2015,7,586,2015-08-01
1355,CHICAGO LAWN,188.0,91.0,2015-07-01,2015,7,519,2015-08-01
1356,LINCOLN SQUARE,484.0,44.0,2015-07-01,2015,7,136,2015-08-01
1357,ARCHER HEIGHTS,229.0,41.0,2015-07-01,2015,7,73,2015-08-01
1358,IRVING PARK,546.0,85.0,2015-07-01,2015,7,247,2015-08-01
1359,WEST ELSDON,157.0,44.0,2015-07-01,2015,7,103,2015-08-01
1360,NORTH CENTER,317.0,53.0,2015-07-01,2015,7,123,2015-08-01
1361,BRIGHTON PARK,472.0,71.0,2015-07-01,2015,7,254,2015-08-01
1362,ALBANY PARK,451.0,65.0,2015-07-01,2015,7,230,2015-08-01
1363,WEST TOWN,886.0,138.0,2015-07-01,2015,7,730,2015-08-01
1364,LOGAN SQUARE,945.0,120.0,2015-07-01,2015,7,467,2015-08-01
1365,AVONDALE,448.0,59.0,2015-07-01,2015,7,218,2015-08-01
1366,LOWER WEST SIDE,531.0,48.0,2015-07-01,2015,7,251,2015-08-01
1367,BELMONT CRAGIN,482.0,132.0,2015-07-01,2015,7,430,2015-08-01
1368,LINCOLN PARK,460.0,65.0,2015-07-01,2015,7,311,2015-08-01
1369,SOUTH LAWNDALE,442.0,79.0,2015-07-01,2015,7,440,2015-08-01
1370,WEST RIDGE,547.0,190.0,2015-07-01,2015,7,294,2015-08-01
1371,OAKLAND,1.0,7.0,2015-08-01,2015,8,58,2015-09-01
1372,WOODLAWN,4.0,23.0,2015-08-01,2015,8,336,2015-09-01
1373,MORGAN PARK,2.0,60.0,2015-08-01,2015,8,170,2015-09-01
1374,NORWOOD PARK,6.0,140.0,2015-08-01,2015,8,111,2015-09-01
1375,GREATER GRAND CROSSING,7.0,42.0,2015-08-01,2015,8,629,2015-09-01
1376,CHATHAM,6.0,37.0,2015-08-01,2015,8,540,2015-09-01
1377,WASHINGTON PARK,1.0,12.0,2015-08-01,2015,8,271,2015-09-01
1378,CALUMET HEIGHTS,10.0,28.0,2015-08-01,2015,8,147,2015-09-01
1379,WASHINGTON HEIGHTS,6.0,57.0,2015-08-01,2015,8,255,2015-09-01
1380,ARMOUR SQUARE,63.0,9.0,2015-08-01,2015,8,106,2015-09-01
1381,MOUNT GREENWOOD,5.0,35.0,2015-08-01,2015,8,65,2015-09-01
1382,ROGERS PARK,186.0,13.0,2015-08-01,2015,8,346,2015-09-01
1383,PULLMAN,1.0,12.0,2015-08-01,2015,8,94,2015-09-01
1384,BEVERLY,15.0,23.0,2015-08-01,2015,8,73,2015-09-01
1385,ENGLEWOOD,8.0,38.0,2015-08-01,2015,8,589,2015-09-01
1386,FOREST GLEN,31.0,65.0,2015-08-01,2015,8,46,2015-09-01
1387,NORTH LAWNDALE,39.0,31.0,2015-08-01,2015,8,731,2015-09-01
1388,WEST PULLMAN,15.0,74.0,2015-08-01,2015,8,330,2015-09-01
1389,FULLER PARK,12.0,15.0,2015-08-01,2015,8,75,2015-09-01
1390,AUBURN GRESHAM,13.0,96.0,2015-08-01,2015,8,737,2015-09-01
1391,AVALON PARK,2.0,20.0,2015-08-01,2015,8,104,2015-09-01
1392,HERMOSA,132.0,11.0,2015-08-01,2015,8,134,2015-09-01
1393,MONTCLARE,55.0,27.0,2015-08-01,2015,8,50,2015-09-01
1394,ROSELAND,13.0,68.0,2015-08-01,2015,8,554,2015-09-01
1395,JEFFERSON PARK,46.0,56.0,2015-08-01,2015,8,96,2015-09-01
1396,LINCOLN PARK,437.0,65.0,2015-08-01,2015,8,318,2015-09-01
1397,WEST GARFIELD PARK,8.0,11.0,2015-08-01,2015,8,465,2015-09-01
1398,GARFIELD RIDGE,84.0,65.0,2015-08-01,2015,8,139,2015-09-01
1399,AVONDALE,487.0,39.0,2015-08-01,2015,8,201,2015-09-01
1400,KENWOOD,6.0,7.0,2015-08-01,2015,8,128,2015-09-01
1401,SOUTH CHICAGO,69.0,35.0,2015-08-01,2015,8,432,2015-09-01
1402,DOUGLAS,12.0,22.0,2015-08-01,2015,8,216,2015-09-01
1403,SOUTH DEERING,21.0,40.0,2015-08-01,2015,8,198,2015-09-01
1404,GRAND BOULEVARD,4.0,24.0,2015-08-01,2015,8,306,2015-09-01
1405,WEST ENGLEWOOD,27.0,37.0,2015-08-01,2015,8,625,2015-09-01
1406,CLEARING,32.0,31.0,2015-08-01,2015,8,96,2015-09-01
1407,AUSTIN,62.0,133.0,2015-08-01,2015,8,1491,2015-09-01
1408,HYDE PARK,8.0,31.0,2015-08-01,2015,8,157,2015-09-01
1409,BRIDGEPORT,163.0,46.0,2015-08-01,2015,8,124,2015-09-01
1410,SOUTH LAWNDALE,328.0,63.0,2015-08-01,2015,8,413,2015-09-01
1411,HEGEWISCH,41.0,29.0,2015-08-01,2015,8,42,2015-09-01
1412,ASHBURN,78.0,73.0,2015-08-01,2015,8,199,2015-09-01
1413,EDGEWATER,181.0,28.0,2015-08-01,2015,8,211,2015-09-01
1414,UPTOWN,238.0,23.0,2015-08-01,2015,8,370,2015-09-01
1415,PORTAGE PARK,232.0,115.0,2015-08-01,2015,8,272,2015-09-01
1416,NEAR SOUTH SIDE,53.0,11.0,2015-08-01,2015,8,173,2015-09-01
1417,NEW CITY,195.0,51.0,2015-08-01,2015,8,448,2015-09-01
1418,IRVING PARK,585.0,70.0,2015-08-01,2015,8,267,2015-09-01
1419,GAGE PARK,254.0,39.0,2015-08-01,2015,8,169,2015-09-01
1420,SOUTH SHORE,49.0,60.0,2015-08-01,2015,8,765,2015-09-01
1421,MCKINLEY PARK,287.0,25.0,2015-08-01,2015,8,108,2015-09-01
1422,LOWER WEST SIDE,416.0,32.0,2015-08-01,2015,8,234,2015-09-01
1423,LINCOLN SQUARE,363.0,67.0,2015-08-01,2015,8,171,2015-09-01
1424,NORTH PARK,106.0,25.0,2015-08-01,2015,8,77,2015-09-01
1425,ARCHER HEIGHTS,335.0,9.0,2015-08-01,2015,8,66,2015-09-01
1426,BRIGHTON PARK,459.0,26.0,2015-08-01,2015,8,244,2015-09-01
1427,NEAR WEST SIDE,283.0,97.0,2015-08-01,2015,8,692,2015-09-01
1428,NEAR NORTH SIDE,191.0,142.0,2015-08-01,2015,8,741,2015-09-01
1429,BELMONT CRAGIN,521.0,85.0,2015-08-01,2015,8,426,2015-09-01
1430,WEST ELSDON,122.0,31.0,2015-08-01,2015,8,99,2015-09-01
1431,EAST GARFIELD PARK,35.0,20.0,2015-08-01,2015,8,504,2015-09-01
1432,ALBANY PARK,406.0,68.0,2015-08-01,2015,8,214,2015-09-01
1433,CHICAGO LAWN,133.0,48.0,2015-08-01,2015,8,524,2015-09-01
1434,DUNNING,73.0,56.0,2015-08-01,2015,8,151,2015-09-01
1435,LAKE VIEW,440.0,59.0,2015-08-01,2015,8,578,2015-09-01
1436,WEST RIDGE,317.0,96.0,2015-08-01,2015,8,246,2015-09-01
1437,WEST TOWN,902.0,104.0,2015-08-01,2015,8,721,2015-09-01
1438,WEST LAWN,109.0,54.0,2015-08-01,2015,8,154,2015-09-01
1439,EAST SIDE,63.0,22.0,2015-08-01,2015,8,120,2015-09-01
1440,LOGAN SQUARE,1019.0,87.0,2015-08-01,2015,8,421,2015-09-01
1441,HUMBOLDT PARK,158.0,41.0,2015-08-01,2015,8,690,2015-09-01
1442,LOOP,236.0,117.0,2015-08-01,2015,8,661,2015-09-01
1443,NORTH CENTER,318.0,52.0,2015-08-01,2015,8,116,2015-09-01
1444,CALUMET HEIGHTS,4.0,29.0,2015-09-01,2015,9,136,2015-10-01
1445,GRAND BOULEVARD,2.0,20.0,2015-09-01,2015,9,291,2015-10-01
1446,NORWOOD PARK,9.0,115.0,2015-09-01,2015,9,112,2015-10-01
1447,WASHINGTON PARK,4.0,6.0,2015-09-01,2015,9,310,2015-10-01
1448,WEST PULLMAN,10.0,25.0,2015-09-01,2015,9,381,2015-10-01
1449,CHATHAM,7.0,45.0,2015-09-01,2015,9,498,2015-10-01
1450,FULLER PARK,6.0,9.0,2015-09-01,2015,9,73,2015-10-01
1451,NEAR SOUTH SIDE,58.0,5.0,2015-09-01,2015,9,152,2015-10-01
1452,GREATER GRAND CROSSING,2.0,37.0,2015-09-01,2015,9,594,2015-10-01
1453,AUBURN GRESHAM,16.0,65.0,2015-09-01,2015,9,706,2015-10-01
1454,EDISON PARK,3.0,48.0,2015-09-01,2015,9,19,2015-10-01
1455,WEST GARFIELD PARK,34.0,8.0,2015-09-01,2015,9,523,2015-10-01
1456,ROSELAND,28.0,61.0,2015-09-01,2015,9,515,2015-10-01
1457,AVALON PARK,1.0,22.0,2015-09-01,2015,9,105,2015-10-01
1458,DOUGLAS,7.0,17.0,2015-09-01,2015,9,249,2015-10-01
1459,SOUTH SHORE,14.0,98.0,2015-09-01,2015,9,681,2015-10-01
1460,MONTCLARE,91.0,18.0,2015-09-01,2015,9,52,2015-10-01
1461,HEGEWISCH,29.0,37.0,2015-09-01,2015,9,40,2015-10-01
1462,FOREST GLEN,32.0,69.0,2015-09-01,2015,9,39,2015-10-01
1463,WASHINGTON HEIGHTS,17.0,68.0,2015-09-01,2015,9,317,2015-10-01
1464,KENWOOD,10.0,15.0,2015-09-01,2015,9,112,2015-10-01
1465,LINCOLN SQUARE,248.0,40.0,2015-09-01,2015,9,145,2015-10-01
1466,WOODLAWN,6.0,18.0,2015-09-01,2015,9,321,2015-10-01
1467,NEAR NORTH SIDE,189.0,69.0,2015-09-01,2015,9,762,2015-10-01
1468,EAST SIDE,95.0,19.0,2015-09-01,2015,9,125,2015-10-01
1469,NORTH PARK,110.0,16.0,2015-09-01,2015,9,68,2015-10-01
1470,EDGEWATER,201.0,38.0,2015-09-01,2015,9,213,2015-10-01
1471,HYDE PARK,22.0,17.0,2015-09-01,2015,9,139,2015-10-01
1472,ROGERS PARK,130.0,20.0,2015-09-01,2015,9,337,2015-10-01
1473,LOOP,327.0,22.0,2015-09-01,2015,9,709,2015-10-01
1474,GAGE PARK,418.0,59.0,2015-09-01,2015,9,218,2015-10-01
1475,DUNNING,247.0,124.0,2015-09-01,2015,9,140,2015-10-01
1476,WEST TOWN,649.0,98.0,2015-09-01,2015,9,601,2015-10-01
1477,ARCHER HEIGHTS,198.0,13.0,2015-09-01,2015,9,86,2015-10-01
1478,GARFIELD RIDGE,99.0,61.0,2015-09-01,2015,9,161,2015-10-01
1479,ARMOUR SQUARE,56.0,22.0,2015-09-01,2015,9,82,2015-10-01
1480,NORTH CENTER,270.0,91.0,2015-09-01,2015,9,124,2015-10-01
1481,WEST LAWN,153.0,62.0,2015-09-01,2015,9,167,2015-10-01
1482,SOUTH DEERING,42.0,24.0,2015-09-01,2015,9,123,2015-10-01
1483,MOUNT GREENWOOD,30.0,25.0,2015-09-01,2015,9,50,2015-10-01
